user,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
105575,19,19,5,6,27,9,0,22,6,1,9,2,3,9,7,18,2,2
105578,1,1,0,0,0,3,0,3,1,0,20,0,5,1,2,5,0,0
105580,56,37,11,12,104,74,18,291,30,9,28,30,57,108,27,98,51,10
105585,122,98,30,25,115,69,3,162,51,6,38,13,31,49,66,110,25,4
105586,19,16,5,4,16,18,2,34,3,2,4,1,6,9,8,25,8,2
105588,280,151,10,11,260,150,10,289,49,5,162,18,78,81,154,342,39,19
105593,21,30,9,16,54,6,0,51,21,0,2,9,4,45,19,22,4,1
105606,48,40,4,10,30,28,1,36,24,2,14,2,16,9,19,48,2,0
105607,96,96,36,47,246,104,16,333,46,11,26,40,41,133,43,121,38,11
105610,11,15,2,4,25,10,0,24,7,0,4,1,2,10,8,12,5,0
105619,23,14,3,5,21,13,0,29,8,1,2,1,12,7,15,20,4,1
105622,37,36,5,7,19,11,0,25,13,0,3,5,5,10,25,11,5,3
105623,51,29,6,9,57,26,0,71,14,0,4,3,8,31,18,46,10,2
105624,96,82,6,10,48,32,0,60,35,3,2,8,24,26,51,64,14,6
105640,86,60,22,26,147,64,10,287,28,4,25,12,40,140,39,113,21,5
105641,89,63,20,12,21,26,1,53,23,1,4,2,18,13,51,64,10,1
105650,40,45,12,6,69,37,3,128,21,4,15,11,22,32,41,49,12,1
105654,128,108,34,41,138,116,5,284,48,13,37,36,57,95,73,149,34,18
105658,26,64,52,61,98,11,0,33,42,0,8,22,9,33,5,9,0,1
105667,110,76,8,6,41,26,0,37,23,3,44,2,15,7,56,81,4,7
105669,21,23,4,3,14,12,2,30,13,1,0,1,6,9,12,11,8,3
105672,93,74,11,11,101,126,18,418,39,15,39,11,83,89,49,166,34,14
105675,93,76,21,18,128,87,3,210,33,11,22,8,37,52,76,108,18,5
105676,34,29,3,3,43,33,1,41,9,0,8,1,8,15,12,29,6,2
105679,69,54,11,12,97,48,0,97,23,5,9,9,18,34,33,54,14,6
105686,64,36,9,7,31,34,5,63,9,3,7,2,8,8,39,47,13,9
105693,181,116,22,30,203,109,11,265,61,13,48,19,59,101,96,167,35,25
105701,31,19,4,3,17,20,0,36,7,1,4,1,14,7,13,33,6,1
105705,113,92,28,46,153,59,3,71,39,0,5,14,9,21,43,65,10,8
105707,74,77,38,34,71,27,3,67,40,5,5,8,40,27,49,52,3,5
105709,35,26,3,3,22,23,0,56,2,1,7,2,8,24,17,35,13,6
105712,98,52,14,11,92,52,0,102,22,1,8,8,17,36,35,79,14,1
105715,26,30,13,16,23,7,0,27,10,0,5,11,11,10,31,26,0,0
105718,14,8,2,1,89,24,3,113,22,2,5,6,15,103,6,26,2,1
105719,34,23,3,2,12,19,2,39,10,2,2,0,10,7,19,30,8,1
105730,12,14,2,4,14,10,0,43,6,0,1,2,8,13,1,11,3,0
105734,26,22,11,6,34,24,2,41,12,1,17,1,20,12,37,42,6,2
105743,22,20,9,8,27,16,0,19,6,0,3,0,6,7,13,16,3,1
105744,30,9,2,0,27,39,1,62,3,2,3,1,17,10,8,37,13,7
105752,6,13,3,6,16,10,1,24,14,0,5,4,3,6,4,11,5,0
105756,370,221,42,37,250,134,4,220,105,1,78,12,57,63,175,267,42,8
105757,91,88,16,24,105,33,4,79,32,0,6,22,9,48,48,53,8,2
105762,55,38,7,10,36,46,1,99,16,1,11,3,12,20,30,54,12,1
105764,18,14,2,2,14,13,0,25,6,0,2,0,3,5,5,12,5,2
105766,23,22,6,6,24,8,1,21,7,0,1,4,2,11,6,10,7,1
105768,12,25,13,15,30,7,1,21,12,1,1,6,6,14,5,8,9,5
105782,39,26,6,6,37,20,4,35,19,1,7,5,6,13,15,24,2,0
105787,17,16,5,5,53,30,1,76,13,8,1,3,14,41,10,28,6,4
105791,58,40,14,13,30,32,0,49,15,3,5,6,10,17,34,41,9,0
105792,28,12,3,2,29,14,0,7,4,2,7,3,4,4,14,16,0,1
105794,10,4,3,2,31,10,2,21,5,0,13,2,1,6,10,9,1,1
105802,31,16,3,3,8,27,4,51,10,0,1,1,7,5,12,28,10,1
105803,42,51,28,23,81,45,11,105,33,1,7,11,16,26,27,44,9,2
105805,32,25,2,2,34,35,1,87,11,4,12,6,21,24,14,45,10,3
105811,53,43,4,7,12,16,0,33,7,1,1,2,4,9,26,28,4,2
105813,5,20,16,25,18,1,1,17,11,0,1,9,0,10,1,3,1,0
105819,54,38,1,2,19,30,0,36,9,4,5,0,19,10,27,48,8,1
105820,62,46,15,11,42,13,0,24,26,0,16,10,9,8,47,35,2,2
105821,44,33,3,2,29,23,1,35,7,2,9,2,9,10,38,46,2,1
105832,12,24,13,13,49,9,0,28,15,0,0,6,2,37,1,10,0,0
105838,71,40,11,10,50,49,0,83,15,2,9,0,24,16,44,66,14,6
105842,116,77,21,33,124,55,1,75,20,1,31,9,17,26,38,91,9,5
105843,192,116,24,27,120,76,0,135,49,2,25,7,26,36,96,118,23,5
105849,15,39,20,30,25,2,0,14,26,0,0,9,2,9,14,3,0,2
105856,80,52,20,15,79,95,13,175,20,12,22,4,41,39,36,110,29,7
105860,116,91,10,19,102,72,7,200,28,6,17,17,38,53,60,106,24,24
105865,15,27,18,15,24,5,3,38,16,0,2,5,4,24,14,13,6,1
105871,14,43,29,41,94,10,1,66,39,0,11,21,12,51,12,21,1,1
105874,69,65,16,19,57,32,1,71,25,2,9,7,11,23,40,40,23,4
105884,19,10,3,0,19,16,0,41,14,3,26,1,15,3,23,42,2,1
105889,27,26,10,19,71,9,0,59,18,0,2,14,1,64,11,9,4,1
105898,27,14,3,2,20,13,1,29,4,1,2,0,2,17,8,24,3,1
105902,9,1,0,2,19,14,0,29,3,0,0,0,5,8,2,14,2,0
105907,23,30,4,6,22,9,1,21,15,0,0,2,2,16,15,13,0,0
105909,12,24,6,14,22,6,0,26,41,0,9,7,10,21,1,17,2,0
105920,11,20,14,13,49,17,2,49,15,2,0,13,1,35,5,9,4,3
105921,24,22,3,3,8,10,1,28,8,0,3,0,7,6,19,18,4,2
105922,22,13,8,6,36,26,2,42,13,1,8,4,6,23,7,23,7,0
105929,12,12,3,1,10,15,1,36,5,1,3,1,10,10,7,20,7,1
105933,20,29,8,16,24,9,0,25,16,0,2,6,3,17,8,10,2,0
105946,48,23,2,1,47,13,0,28,6,0,8,2,2,11,19,18,7,1
105958,17,15,5,5,23,14,1,35,5,0,6,2,5,6,13,16,1,2
105964,8,5,0,0,15,15,2,55,6,3,4,1,13,11,2,18,3,5
105966,52,32,6,6,35,31,1,40,6,1,6,2,11,16,26,49,8,0
105967,32,25,3,4,21,21,1,34,5,1,0,2,5,8,15,22,5,7
105968,42,25,0,4,31,28,1,33,7,1,7,0,9,8,20,32,3,0
105969,8,16,8,8,38,8,0,11,13,0,12,6,6,10,5,12,1,0
105970,16,5,0,0,46,29,1,70,5,2,1,4,8,39,3,26,7,4
105978,39,30,15,9,31,25,2,61,13,1,5,3,14,21,26,29,7,1
105992,103,97,34,49,180,64,4,170,54,2,8,31,24,104,42,90,13,7
105999,47,57,15,24,213,38,15,213,31,2,10,21,16,150,21,41,17,6
106002,9,7,4,3,12,19,0,44,3,0,0,0,6,10,8,15,10,1
106003,16,25,7,9,51,7,2,51,17,1,2,8,4,58,9,11,4,0
106004,51,51,36,19,41,30,2,76,31,5,6,5,17,20,49,45,10,0
106007,22,13,7,6,27,39,1,91,8,2,6,2,19,28,13,40,13,1
106011,17,23,3,7,26,10,0,54,17,0,11,4,10,22,22,23,5,0
106012,8,28,42,35,24,5,0,18,19,0,1,13,0,11,6,2,1,1
106014,46,34,8,8,40,50,3,128,11,5,15,2,26,35,33,70,14,4
106019,33,24,5,1,18,7,0,27,2,0,4,0,6,8,55,29,1,1
106023,25,39,27,20,47,33,1,75,23,7,12,8,21,25,39,38,6,4
106030,38,37,8,9,43,25,3,74,16,1,5,3,14,29,31,40,10,2
106032,80,40,11,11,40,72,12,106,21,1,4,5,25,34,24,87,9,3
106037,55,40,15,8,29,25,0,47,13,1,13,1,13,10,48,40,7,1
106041,39,44,20,21,55,39,3,132,24,2,5,10,21,52,21,46,15,1
106043,127,80,33,7,115,158,8,322,42,23,17,4,64,62,79,158,33,14
106045,16,24,10,14,45,8,0,29,16,0,1,3,3,22,11,7,2,2
106047,69,55,13,8,52,26,2,48,21,3,5,3,13,23,35,43,8,2
106049,10,10,6,12,38,9,0,24,9,0,3,3,3,15,3,6,1,0
106054,89,57,11,13,36,38,0,65,20,1,7,2,12,18,40,64,19,1
106055,35,24,7,9,22,24,0,46,14,0,12,3,11,12,17,29,8,0
106066,27,26,10,10,10,14,0,38,14,0,0,2,5,6,9,14,11,0
106067,21,19,1,3,24,11,2,27,12,0,9,1,12,15,23,24,3,3
106068,243,184,60,59,234,126,11,337,125,7,157,23,96,102,150,280,41,23
106071,30,11,1,1,12,19,0,30,9,0,9,0,14,3,14,30,2,1
106075,52,45,13,4,52,38,3,81,14,3,4,4,10,15,14,39,18,3
106076,19,15,1,1,9,12,1,35,8,0,3,0,7,7,10,19,6,0
106078,48,13,0,0,6,27,0,36,1,1,1,0,11,6,11,40,9,0
106086,19,9,1,0,15,16,0,27,2,1,3,0,8,11,11,22,1,0
106091,22,44,43,47,58,18,0,55,26,1,2,15,3,30,21,12,8,1
106095,66,81,44,44,114,15,0,41,46,0,1,26,6,83,33,22,2,3
106106,128,100,16,11,70,47,10,155,31,9,37,10,33,21,113,105,47,11
106110,49,37,11,10,29,20,1,41,19,1,9,3,9,21,25,36,4,2
106115,75,49,6,9,31,39,0,59,13,0,6,3,11,14,27,55,15,3
106120,34,49,17,24,79,28,1,110,33,3,13,10,20,66,29,41,9,1
106131,42,43,11,10,51,37,1,81,29,5,6,4,10,24,17,32,8,3
106133,30,37,21,24,39,6,0,27,23,0,6,24,7,17,28,20,3,0
106137,37,24,12,11,30,15,0,31,10,0,1,1,4,13,18,23,3,0
106140,28,40,17,30,60,7,0,42,26,0,7,20,5,47,7,18,3,0
106145,4,5,0,1,21,9,5,58,1,2,4,2,7,24,1,9,1,2
106149,182,139,25,33,174,66,0,127,64,0,42,11,34,46,114,143,15,12
106152,53,37,2,1,26,16,2,22,12,1,6,2,7,9,32,32,4,0
106154,28,26,3,5,40,13,0,24,16,3,3,3,8,17,16,23,4,1
106155,125,76,4,11,64,35,1,88,17,0,17,2,11,30,72,80,29,10
106158,197,124,24,30,137,92,5,119,68,2,61,16,34,43,83,136,12,12
106161,45,41,30,12,31,29,2,87,36,3,7,6,23,21,41,37,13,1
106169,86,74,5,17,77,26,0,82,32,0,11,8,15,28,38,67,22,5
106171,7,20,6,10,69,2,1,70,13,0,2,12,7,42,9,7,9,1
106177,9,18,14,9,34,9,0,31,14,1,0,4,4,35,2,7,6,0
106180,117,128,72,110,166,25,0,150,69,0,51,32,29,71,99,93,9,4
106185,29,24,5,7,56,19,0,42,19,1,24,1,7,11,21,24,4,1
106193,179,110,31,28,151,107,0,250,69,3,71,18,52,83,108,172,26,13
106198,22,15,3,3,18,29,0,45,7,0,0,2,10,10,8,30,1,0
106203,42,37,11,24,66,28,0,71,23,0,6,16,7,40,27,34,6,0
106207,24,7,0,0,12,30,0,36,3,2,8,1,15,3,13,33,3,1
106208,77,35,0,0,19,34,0,79,12,0,13,0,24,12,57,73,12,1
106215,41,31,8,5,63,53,14,87,30,5,48,3,26,21,32,65,7,0
106217,25,17,5,6,55,23,3,42,8,2,7,5,15,16,19,21,9,4
106218,25,28,16,10,153,49,9,85,15,5,8,9,19,28,12,33,9,1
106221,140,94,37,29,101,89,7,224,37,8,37,13,54,43,99,143,33,10
106223,28,24,6,7,27,9,0,20,12,1,3,1,6,14,10,11,5,3
106224,35,24,5,4,21,19,1,44,7,1,3,1,7,9,21,17,11,1
106236,43,27,7,10,34,36,0,87,13,1,7,0,11,18,19,41,20,4
106239,50,33,10,5,34,24,0,58,21,1,46,6,16,17,42,56,5,1
106241,24,28,9,4,73,50,10,273,20,20,25,6,34,68,20,63,30,1
106243,32,58,39,46,78,27,3,101,32,1,3,26,9,59,18,31,5,2
106251,50,58,42,31,51,28,2,68,36,1,18,16,25,30,41,51,5,0
106256,123,92,23,28,123,40,7,67,40,0,18,7,14,29,60,65,8,3
106264,16,11,1,5,23,30,3,72,4,0,3,3,16,18,6,23,7,0
106271,122,105,29,27,73,49,15,105,53,1,26,11,30,28,78,83,17,3
106272,5,2,1,2,16,7,0,48,5,0,1,4,5,29,6,10,5,0
106278,5,3,1,1,38,8,2,50,0,0,2,3,7,21,2,9,7,3
106279,116,66,3,11,49,49,0,54,22,1,8,1,19,14,42,89,6,5
106290,37,15,0,0,24,43,2,62,7,1,3,0,13,11,14,36,8,1
106296,37,25,2,4,15,43,2,69,7,5,7,2,19,6,25,47,12,4
106302,14,10,6,4,14,19,14,57,5,1,2,1,10,15,4,26,7,0
106305,22,20,9,9,25,14,0,18,5,0,2,3,6,10,11,22,5,0
106308,13,20,7,8,44,12,15,109,9,1,4,20,6,31,9,25,8,3
106310,37,25,10,8,42,35,4,114,11,2,2,9,15,36,11,52,13,1
106321,17,18,8,12,86,15,1,36,21,0,1,13,5,49,7,13,1,0
106332,31,18,3,2,19,29,1,66,6,3,8,3,14,12,13,39,10,10
106333,41,22,0,0,53,68,4,190,4,20,5,4,21,33,8,59,30,18
106334,8,12,2,9,25,8,1,21,1,1,2,6,4,12,9,10,1,1
106340,36,42,17,16,31,14,2,46,20,4,5,9,12,11,33,30,8,4
106347,158,126,51,46,100,46,4,82,46,3,23,20,13,26,85,81,18,6
106348,248,162,36,50,264,102,6,132,76,2,108,16,30,37,135,185,14,10
106355,29,21,8,8,89,45,12,182,20,12,15,13,26,47,25,55,16,6
106367,30,29,4,5,44,11,1,33,12,2,4,2,6,22,25,23,2,3
106369,41,25,7,7,12,15,0,35,7,1,8,5,5,8,27,28,5,1
106378,4,2,2,2,24,17,2,44,0,0,6,1,6,16,3,12,2,0
106381,30,31,7,10,37,15,0,34,10,1,1,1,12,27,14,21,4,1
106386,18,8,2,2,4,12,0,24,5,1,6,0,8,4,21,21,4,0
106394,25,20,6,6,12,16,0,26,9,0,1,1,7,4,11,16,2,1
106396,27,28,17,10,23,18,0,46,12,1,6,5,9,17,23,28,4,0
106401,38,23,0,1,35,17,0,64,8,0,2,0,4,58,11,16,16,4
106405,12,14,5,3,26,12,3,49,5,0,1,2,4,14,9,10,8,2
106406,24,21,10,7,32,6,2,9,7,1,16,3,2,8,19,16,3,1
106410,35,39,28,24,34,22,0,38,21,1,5,3,11,14,15,28,2,1
106415,7,6,0,0,39,13,0,18,4,0,3,3,4,10,6,14,1,0
106423,32,24,7,6,14,13,0,20,10,0,2,2,5,3,19,17,3,0
106426,44,46,10,12,50,17,0,18,17,0,0,0,8,13,31,29,2,2
106428,51,47,11,13,23,20,0,32,18,2,5,4,9,13,31,28,5,0
106431,34,21,4,4,33,21,2,33,6,0,2,2,6,9,24,24,5,0
106436,7,10,1,4,24,11,0,23,7,0,5,2,6,7,5,9,5,1
106437,11,4,2,0,14,9,3,30,4,0,8,1,5,4,9,15,3,2
106441,85,61,28,29,108,57,4,124,47,15,35,10,35,51,37,93,13,12
106444,12,18,15,11,84,28,21,135,16,0,3,8,12,50,9,15,9,4
106455,15,16,11,12,31,5,0,25,16,0,0,8,1,17,7,13,1,0
106457,20,19,2,6,25,8,0,10,7,1,9,0,5,4,11,19,1,0
106464,149,85,9,8,134,105,9,175,31,5,62,13,52,38,39,180,18,15
106465,3,11,7,10,29,6,4,43,12,0,1,9,5,20,3,7,1,0
106476,126,70,7,13,75,89,1,187,24,5,38,3,52,53,54,176,12,3
106478,63,37,0,0,10,24,0,44,5,1,8,0,6,7,34,48,13,2
106481,42,41,25,24,30,16,0,39,5,0,2,7,9,16,39,27,6,1
106493,48,29,6,8,37,34,0,40,10,1,13,4,17,19,20,53,8,5
106496,25,10,6,0,60,24,3,25,4,1,4,3,7,15,8,19,3,1
106502,52,42,7,8,49,36,3,56,14,3,4,3,16,18,26,40,8,1
106507,31,28,11,7,42,17,1,33,18,0,2,3,7,23,21,24,6,0
106511,35,25,3,2,28,22,0,32,14,2,7,2,11,11,16,25,5,0
106512,48,47,19,13,32,37,2,97,24,10,9,5,23,25,24,45,22,6
106513,64,61,16,21,57,25,1,65,32,1,11,7,9,30,40,45,14,2
106515,8,6,0,0,16,14,4,72,2,0,0,3,6,22,2,10,14,3
106519,26,21,1,3,27,33,4,82,5,6,6,2,15,19,7,36,18,1
106537,43,51,14,18,79,24,6,84,32,2,2,10,18,34,52,37,4,2
106545,4,8,6,8,41,2,0,32,6,1,2,4,2,31,1,3,0,0
106547,101,81,10,9,45,53,1,91,20,3,23,4,21,22,50,91,9,5
106549,53,46,52,33,44,21,0,73,32,4,3,14,14,15,26,32,13,3
106556,21,16,4,4,8,8,0,19,14,0,5,1,7,7,16,15,3,0
106561,43,38,8,9,34,19,0,43,13,1,5,3,12,11,29,28,6,0
106579,70,44,13,9,98,71,5,127,22,4,14,6,40,36,28,85,16,2
106585,16,23,10,12,31,9,0,29,19,1,1,3,4,15,6,10,6,0
106594,21,20,7,11,13,8,0,12,11,1,10,7,3,6,14,15,2,0
106597,5,4,0,0,8,10,1,40,1,1,0,0,5,10,4,14,3,2
106601,72,80,14,25,76,25,2,50,41,1,17,13,11,36,40,48,4,5
106603,43,23,4,3,57,33,3,56,9,2,14,3,21,12,23,51,2,0
106604,21,10,1,2,4,16,0,33,6,0,0,1,7,4,8,20,7,0
106614,9,8,3,0,18,16,0,27,3,2,3,0,8,4,16,23,2,1
106619,32,25,4,3,28,18,1,62,11,2,5,3,12,22,19,25,10,2
106624,111,86,20,23,78,69,2,166,29,5,5,6,36,47,54,96,19,5
106626,12,17,7,11,29,14,0,47,12,0,1,5,1,17,5,15,3,1
106627,52,34,10,5,16,30,0,71,11,2,7,2,17,12,28,42,12,11
106632,18,40,44,37,56,22,6,77,37,1,3,15,9,21,21,19,15,0
106635,18,21,6,5,19,17,0,33,10,1,1,0,8,11,8,19,8,0
106637,36,25,4,9,39,45,5,81,8,10,9,6,14,11,9,38,17,8
106638,67,55,13,16,63,44,5,88,29,2,22,10,20,25,50,66,12,5
106640,18,13,1,2,13,19,0,67,3,1,2,2,6,12,0,19,18,8
106648,8,6,3,2,8,6,2,38,7,0,3,1,8,8,8,17,8,3
106649,106,84,13,20,81,33,0,72,38,3,15,6,22,25,64,81,11,4
106653,51,40,9,9,32,37,0,75,16,0,8,4,10,17,24,40,15,4
106659,79,63,27,28,81,59,28,166,38,10,45,14,41,47,47,97,16,9
106661,6,10,2,1,28,12,0,41,5,0,1,2,5,20,2,9,4,5
106665,24,15,6,5,24,20,1,52,2,0,16,0,13,8,12,28,8,0
106667,23,23,11,10,20,10,0,21,11,1,4,2,4,4,11,14,10,1
106672,19,26,5,11,26,10,0,28,22,0,3,13,6,21,6,9,4,0
106673,8,9,7,9,29,8,4,45,10,0,9,16,5,22,5,8,0,0
106674,20,10,1,2,8,17,0,43,6,2,4,0,6,14,8,22,10,1
106676,187,91,11,16,127,143,16,366,29,1,29,5,37,86,54,204,51,17
106680,188,163,48,62,240,86,11,247,72,1,39,30,31,86,82,141,23,11
106682,37,24,4,1,64,41,7,76,18,6,27,7,31,19,27,59,8,3
106685,31,24,4,4,10,10,0,20,5,2,1,0,9,5,17,24,3,0
106687,99,97,20,25,97,24,2,90,35,1,16,5,22,36,86,73,9,2
106697,22,20,1,2,25,15,0,28,7,5,3,3,8,16,12,16,4,1
106702,28,22,6,5,23,25,1,52,6,1,3,0,8,15,14,27,8,2
106703,80,67,21,28,91,70,6,127,29,5,7,18,20,35,29,70,28,8
106705,43,23,2,4,21,31,0,65,6,3,6,1,20,21,10,54,11,1
106708,15,10,2,0,10,12,0,33,6,1,11,1,13,3,13,22,4,0
106710,23,20,5,7,24,14,0,29,10,1,2,0,4,16,10,18,3,1
106712,159,102,33,20,227,117,15,343,46,6,43,8,41,109,76,143,36,15
106714,22,15,4,3,13,9,0,27,5,0,6,2,4,7,13,15,5,2
106718,38,39,16,19,54,27,6,85,16,1,4,2,15,32,42,37,8,2
106732,90,78,17,25,104,46,4,124,50,1,24,13,37,60,58,96,9,1
106735,58,46,11,10,55,35,10,79,18,0,11,8,16,17,36,45,6,1
106745,10,18,6,6,26,17,5,55,8,2,2,2,12,19,14,21,8,0
106750,45,25,7,6,70,47,6,108,12,2,4,5,17,37,19,50,18,0
106755,18,24,6,10,45,19,15,117,6,3,1,10,13,37,11,36,6,1
106757,23,32,24,25,47,14,1,66,21,1,1,12,6,41,7,13,10,1
106762,6,11,2,4,26,14,0,72,4,1,1,2,7,23,4,14,9,1
106769,32,32,5,8,37,19,1,51,11,1,7,7,8,19,25,29,13,3
106776,69,59,5,3,44,21,2,96,20,4,12,7,17,29,48,43,23,6
106782,18,15,4,4,25,10,0,21,4,2,2,1,1,9,9,12,1,1
106785,68,54,17,13,75,41,1,59,15,1,4,4,12,18,38,50,10,3
106792,11,11,2,3,20,6,0,24,8,1,0,4,2,19,2,9,4,1
106794,12,16,6,9,19,6,0,26,14,1,1,7,2,17,7,6,2,0
106796,37,34,2,3,14,14,0,27,17,0,0,2,11,7,20,23,11,1
106802,80,63,6,4,93,73,4,263,26,7,24,5,60,88,67,119,16,4
106807,36,28,8,10,22,10,0,18,14,1,2,3,6,11,20,16,4,1
106808,47,34,4,5,32,27,0,54,17,1,6,2,17,13,24,41,11,2
106809,33,15,3,2,29,35,2,59,9,3,6,2,13,12,13,38,8,0
106810,57,43,9,10,49,50,2,103,21,1,10,7,17,27,38,52,15,4
106817,91,87,20,26,185,72,1,154,50,4,19,10,33,66,52,80,15,6
106822,104,49,13,20,84,65,1,76,17,1,3,2,18,23,34,94,12,1
106826,9,4,0,0,16,14,0,34,1,3,1,2,7,9,1,13,10,4
106827,14,17,6,7,37,20,0,62,8,12,3,3,7,31,6,23,18,8
106831,100,66,16,9,48,51,1,100,18,7,20,1,33,24,77,100,10,11
106832,28,14,2,3,17,16,0,45,3,0,3,1,6,8,9,22,7,2
106844,17,16,5,6,30,10,1,36,7,2,4,2,7,16,12,16,9,0
106845,11,16,13,7,27,12,1,24,16,0,0,3,8,9,4,11,2,0
106859,22,19,1,5,22,6,0,18,4,0,0,2,2,8,10,13,3,1
106865,95,66,14,24,112,55,0,76,37,1,14,12,19,35,46,70,10,1
106870,30,36,17,17,33,15,1,32,14,0,3,3,9,7,19,21,5,0
106872,38,18,2,5,23,11,1,34,5,1,6,1,6,16,13,24,6,1
106874,10,13,6,8,39,5,0,37,10,0,2,8,3,33,12,8,2,2
106875,48,44,25,13,56,36,2,89,29,1,3,9,20,26,37,48,10,0
106877,116,72,21,9,113,82,16,161,45,4,22,4,36,42,74,108,20,7
106887,83,45,19,12,33,30,1,78,24,2,23,4,23,15,61,63,20,0
106893,17,14,3,4,32,17,0,108,5,1,2,4,10,51,8,21,9,0
106895,57,47,17,21,74,29,4,49,26,0,1,12,6,25,26,40,4,3
106897,85,65,21,16,86,86,15,221,47,4,44,16,39,31,53,92,27,11
106904,6,10,7,6,24,12,1,39,8,0,2,6,7,21,4,11,3,0
106919,63,58,24,41,69,56,1,123,41,0,11,18,31,46,35,77,9,2
106920,25,16,1,1,7,12,0,19,2,3,4,1,9,3,26,19,2,3
106922,235,130,16,24,169,108,6,281,41,6,64,11,60,71,174,239,41,12
106927,20,14,3,3,14,12,1,16,2,0,3,0,7,4,9,19,2,0
106934,9,13,4,5,14,9,0,26,10,0,1,0,6,12,2,10,2,0
106935,54,64,28,31,114,28,2,123,41,1,12,22,19,74,30,45,6,3
106936,44,48,15,18,48,9,0,31,26,0,8,12,5,32,24,25,4,1
106939,106,57,12,8,88,67,11,149,21,3,19,7,30,35,44,110,21,7
106948,20,27,11,14,32,20,0,63,19,0,2,13,7,27,9,25,9,0
106949,27,12,1,2,15,16,0,53,1,2,7,1,9,7,12,27,18,7
106951,39,22,2,3,33,26,0,45,7,2,7,2,10,12,13,34,11,4
106955,96,68,41,22,91,93,13,238,35,6,30,10,50,57,57,125,37,10
106957,62,32,1,1,46,38,0,53,13,1,5,3,11,24,24,46,4,7
106966,95,69,37,14,24,32,0,62,38,2,10,1,18,14,58,50,9,2
106974,40,25,5,7,30,26,0,45,16,1,1,1,11,11,22,29,5,0
106989,116,138,86,104,211,54,5,171,89,0,16,35,37,104,69,95,11,2
106994,59,45,6,12,40,20,1,44,16,1,2,5,8,16,31,34,5,2
106995,19,12,3,3,16,22,0,34,7,1,6,2,11,6,7,25,5,1
107004,19,11,1,1,29,21,1,27,3,0,0,0,4,12,10,20,1,0
107017,59,32,11,12,28,33,0,47,15,0,7,3,11,12,21,50,7,4
107020,9,8,2,6,27,12,0,19,9,0,3,9,1,10,6,7,3,0
107021,40,28,1,2,7,22,1,32,7,0,4,0,4,5,15,17,9,1
107030,19,27,12,9,20,6,1,41,13,0,0,3,4,14,10,9,8,3
107036,43,37,10,12,32,23,1,26,21,1,9,7,10,15,16,34,3,2
107037,19,18,11,12,33,13,0,37,15,2,6,5,9,18,9,19,2,2
107043,30,36,6,10,36,22,1,67,15,1,1,7,6,26,17,16,7,4
107048,5,10,7,7,23,8,1,31,5,0,1,1,0,11,3,6,4,2
107057,169,93,19,30,92,66,0,121,37,2,41,6,29,51,62,150,17,5
107060,22,24,8,8,41,27,2,79,14,5,2,0,15,27,8,24,10,1
107068,29,28,4,6,36,16,0,38,15,1,6,3,7,21,15,23,4,1
107074,24,19,5,8,44,17,3,49,10,1,8,3,11,21,15,22,7,1
107077,24,13,3,4,8,15,1,30,4,0,9,0,9,3,11,22,7,1
107087,443,150,2,3,69,294,1,440,18,13,65,2,96,43,178,456,72,28
107095,21,19,3,3,6,12,1,19,11,1,5,2,8,7,8,21,0,1
107099,109,67,18,14,66,66,3,90,22,1,11,2,20,25,44,73,9,3
107101,62,35,8,7,44,22,0,32,9,3,12,3,6,15,43,40,8,6
107109,57,50,19,18,90,75,14,183,30,16,26,16,37,55,37,86,19,9
107111,47,41,4,4,30,39,1,88,14,1,9,0,18,20,8,60,14,6
107112,13,15,5,7,23,12,0,23,11,0,8,3,5,10,9,13,5,2
107121,28,38,14,11,52,29,9,158,23,5,3,6,19,52,13,38,40,0
107124,11,7,0,0,7,20,0,48,6,2,3,0,7,14,6,18,2,0
107125,27,21,2,4,23,15,0,29,11,1,2,3,6,16,8,25,5,2
107126,55,23,5,5,126,81,5,313,25,2,14,9,40,131,29,108,18,5
107128,19,16,9,12,32,10,0,18,10,0,2,3,2,17,14,12,1,2
107130,52,47,9,9,46,14,7,38,25,0,17,3,10,5,30,27,17,1
107136,59,36,9,3,55,61,1,107,26,3,10,0,30,27,56,86,7,2
107146,22,7,0,0,14,26,1,53,4,1,56,0,28,9,16,62,4,1
107150,14,18,15,15,14,14,1,65,9,2,1,4,10,26,6,21,6,2
107154,204,119,7,9,122,100,2,158,36,4,65,7,45,45,85,185,30,5
107156,6,20,12,16,26,1,0,20,10,1,0,8,1,20,8,1,0,1
107157,64,62,11,19,44,24,0,45,21,0,6,8,10,16,40,47,9,3
107160,33,27,13,11,65,35,4,120,28,3,24,12,22,53,24,50,14,2
107164,140,100,26,30,155,89,4,266,49,5,22,19,48,102,75,155,24,11
107165,18,19,6,6,22,11,0,45,14,0,6,4,4,8,3,16,14,1
107166,53,41,7,7,38,27,0,74,11,2,9,4,24,29,65,48,5,2
107167,34,11,0,0,21,21,0,42,2,0,3,3,5,4,2,34,5,1
107168,25,28,12,13,23,8,0,13,14,0,1,1,5,11,14,10,1,0
107174,73,49,8,2,20,18,0,48,16,0,6,0,20,12,66,51,7,2
