director,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0687042,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0
nm0688585,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0689187,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0692872,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1
nm0695937,0,0,0,0,0,1,0,5,0,1,0,0,2,1,0,0,2,0
nm0696247,0,0,0,0,0,0,0,6,2,0,0,1,1,4,0,0,3,0
nm0697656,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0700301,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0705535,0,0,0,0,1,1,0,4,0,0,0,0,0,1,1,0,0,0
nm0706182,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0706296,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
nm0708903,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0709056,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0710230,0,1,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0
nm0711114,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0711840,6,1,0,0,6,5,0,2,0,0,0,0,1,2,1,5,0,0
nm0712753,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0712947,0,0,0,0,0,1,0,4,0,2,0,0,2,2,0,1,0,1
nm0715346,0,1,0,0,1,1,0,6,0,2,0,1,2,1,0,4,0,0
nm0715636,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0716257,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,0
nm0716347,4,0,0,0,2,3,0,6,0,1,1,0,0,0,0,6,1,0
nm0716585,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0716980,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
nm0718554,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0718627,0,3,12,12,2,1,0,2,1,0,0,6,0,0,0,0,0,0
nm0718645,2,1,0,0,12,1,0,0,2,0,0,0,0,4,4,1,1,0
nm0718646,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0719208,0,0,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0
nm0719756,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,0
nm0720135,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0720297,0,0,0,0,0,1,1,3,0,0,0,0,1,2,0,0,2,0
nm0721817,2,3,0,0,0,0,0,4,0,0,0,0,0,2,1,2,0,0
nm0723704,0,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0724798,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0724938,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0
nm0728688,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,1,0,2
nm0730422,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0730860,0,0,5,5,0,0,0,2,2,0,0,4,0,0,0,0,0,0
nm0732430,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,2,0,0
nm0733476,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
nm0736622,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0738796,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0
nm0740400,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0741262,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0,0
nm0742341,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,0
nm0742819,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
nm0743093,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0743239,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0744023,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0744035,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0744834,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,3,0,0
nm0747849,1,0,0,0,1,2,0,5,0,0,1,0,1,1,2,6,0,0
nm0748066,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
nm0750701,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0
nm0751080,3,1,0,0,1,1,0,1,2,0,2,0,0,0,1,2,0,0
nm0751102,1,1,0,0,5,1,0,5,0,0,0,0,0,0,0,0,1,0
nm0751221,1,1,0,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0
nm0751577,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
nm0751648,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
nm0752328,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
nm0753382,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
nm0754678,1,2,2,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0
nm0757256,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0757858,1,5,5,5,5,0,0,0,1,0,0,0,0,1,1,0,0,0
nm0758574,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0
nm0759207,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0
nm0759270,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0759368,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0
nm0761498,0,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0762263,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0
nm0765121,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0
nm0766402,0,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
nm0768249,0,1,0,0,1,0,0,2,0,0,1,0,1,1,2,1,0,0
nm0769874,2,0,0,0,0,1,0,3,0,0,0,0,1,0,1,1,1,0
nm0770234,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0770961,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0771054,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0
nm0772259,0,0,0,0,2,1,0,4,0,0,0,0,1,0,0,4,0,0
nm0772522,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0
nm0773603,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0774325,1,3,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
nm0775447,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,2,0,0
nm0777881,2,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0
nm0780833,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0781292,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0
nm0781842,2,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0782384,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0783139,0,1,4,2,1,0,0,0,4,0,0,2,0,0,0,1,0,0
nm0783536,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0784061,2,1,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0
nm0787601,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0
nm0788202,1,2,0,1,7,0,0,3,0,0,0,2,0,2,0,0,0,0
nm0788234,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
nm0788454,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nm0789313,0,0,6,6,0,0,0,2,3,0,0,6,0,0,0,0,0,0
nm0789520,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0790715,0,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0
nm0791672,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0793804,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0794791,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
nm0796117,2,2,0,0,0,0,0,5,2,0,2,0,3,0,4,3,0,0
nm0796124,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0796645,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0
nm0796864,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0796915,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0796923,1,0,0,0,1,2,0,4,0,0,1,0,0,0,1,5,2,2
nm0797526,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
nm0797869,1,3,0,2,3,0,0,3,2,0,0,0,0,3,1,0,0,0
nm0798899,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0802248,1,2,0,0,1,0,0,3,3,0,1,0,0,0,0,1,0,0
nm0802501,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
nm0802563,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,1,0,0
nm0802862,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
nm0803203,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0804408,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
nm0806293,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
nm0806915,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0
nm0807687,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0811583,5,2,1,0,0,0,0,2,4,0,1,0,1,0,2,3,1,0
nm0812200,1,2,0,0,0,1,0,4,2,0,1,1,2,1,1,2,0,0
nm0813164,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0813309,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
nm0814085,5,6,0,2,3,0,0,1,2,0,3,0,0,1,2,3,0,0
nm0815204,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0
nm0817447,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0818639,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0819613,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0820934,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0824882,0,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0
nm0827750,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0828245,0,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0828419,0,1,0,1,4,0,0,5,0,0,0,1,0,5,0,1,2,2
nm0829038,0,3,0,8,5,0,0,2,3,0,0,2,1,1,0,0,0,0
nm0829820,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0
nm0831557,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0832309,0,1,2,2,1,0,0,0,2,0,0,2,0,2,0,0,0,0
nm0833779,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
nm0833780,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
nm0836328,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,3
nm0838195,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0840905,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
nm0841232,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0842582,0,0,0,2,3,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0843640,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0844358,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
nm0847223,0,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0
nm0848414,5,2,0,0,0,4,0,4,0,0,0,0,1,0,1,5,0,0
nm0849786,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0850733,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0851537,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
nm0852279,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
nm0853130,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0853380,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0
nm0853546,2,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0
nm0854697,0,0,0,0,2,0,3,0,0,0,0,2,0,0,1,0,0,0
nm0855035,2,1,0,0,6,0,0,3,0,0,0,0,0,7,0,0,0,0
nm0858525,1,1,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0861703,0,2,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
nm0862211,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0863387,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0
nm0867262,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0
nm0868153,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,2,1,0
nm0868219,4,3,0,0,0,0,0,3,4,0,5,0,0,0,3,4,1,0
nm0869664,0,0,0,0,0,0,0,2,1,1,3,0,1,1,0,1,0,0
nm0870186,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
nm0871428,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
nm0871860,2,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
nm0873779,0,2,4,3,1,0,0,1,3,0,0,2,0,2,0,0,0,0
nm0874320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
nm0875453,4,0,5,0,1,0,0,2,2,0,0,0,1,0,5,0,0,0
nm0875793,0,0,0,0,2,1,0,3,0,0,0,0,1,2,0,0,0,0
nm0878638,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0
nm0878756,1,0,0,0,0,2,0,5,0,0,0,0,0,2,1,2,0,0
nm0878763,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0881038,2,2,0,0,4,0,0,1,2,0,1,0,0,0,2,1,0,1
nm0881279,0,4,4,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0
nm0885249,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
nm0886754,0,0,0,0,5,5,0,1,0,0,0,0,3,3,0,0,0,0
nm0887174,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
nm0887452,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0
nm0889513,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
nm0891114,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0891216,3,3,0,0,3,2,0,1,1,0,0,0,0,1,1,2,1,0
nm0891554,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0892144,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
nm0893659,6,5,1,2,6,0,0,1,3,0,1,0,1,0,0,1,0,2
nm0896533,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0
nm0896542,0,1,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
nm0897118,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0898288,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,1,0
nm0899121,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
nm0899581,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0
nm0902939,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0903049,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0905152,4,2,0,1,0,1,0,2,0,0,0,0,0,1,5,4,0,0
nm0905154,4,2,0,1,0,1,0,2,0,0,0,0,0,1,5,4,0,0
nm0905592,2,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
nm0906476,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0906548,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0
nm0906667,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
nm0908824,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0908890,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0
nm0909825,2,2,0,0,0,3,0,5,1,2,0,0,0,0,0,2,1,0
nm0910199,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0
nm0911061,0,0,0,1,6,0,0,5,0,0,0,0,0,2,0,0,0,0
nm0911486,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0911910,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0
nm0913860,3,1,3,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0
nm0914132,0,1,0,2,6,0,0,2,4,0,0,0,0,3,0,0,0,0
nm0915304,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
nm0916424,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0
nm0917188,0,3,3,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0917992,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
nm0918873,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0919363,0,1,0,1,3,0,0,2,3,0,1,0,0,4,0,1,0,0
nm0919369,1,1,0,0,7,0,0,3,2,0,1,0,0,3,0,1,0,0
nm0920074,3,1,0,0,1,1,0,5,0,0,0,0,0,2,0,0,2,1
nm0920274,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0920425,1,3,3,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1
nm0921631,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0922346,4,3,0,0,0,1,0,2,0,0,1,0,1,0,0,4,0,0
nm0922903,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0923736,2,2,0,0,2,0,0,2,0,0,0,1,0,1,3,0,0,0
nm0930261,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0931095,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0932216,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0933505,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0934483,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
nm0934578,3,6,0,2,2,1,0,5,0,0,0,0,0,0,1,0,1,2
nm0935095,0,0,0,1,4,0,0,3,2,0,0,0,0,4,0,0,0,0
nm0935382,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0935863,0,0,0,0,3,1,0,9,0,0,0,1,0,2,1,2,1,1
nm0936374,0,1,3,3,0,0,0,1,2,0,0,2,0,2,0,0,0,0
nm0936404,0,1,0,0,0,0,0,6,0,1,2,2,1,5,3,3,2,0
nm0936482,4,1,0,0,0,1,0,0,2,0,2,0,0,0,1,2,0,0
nm0939128,2,1,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,0
nm0939182,0,0,0,0,0,0,0,8,1,0,0,0,1,7,1,0,0,0
nm0939992,0,1,0,0,2,0,0,4,0,0,0,2,0,4,0,0,2,0
nm0942367,4,0,0,0,4,2,0,0,1,0,2,1,1,1,2,1,0,0
nm0942504,1,1,0,0,0,0,0,5,0,0,0,1,1,2,1,1,1,0
nm0943758,1,1,0,0,2,2,0,17,0,2,1,1,0,8,0,2,2,2
nm0945026,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0946734,2,4,0,0,0,0,0,3,4,0,0,0,2,2,0,0,0,0
nm0946811,2,1,0,0,1,1,0,3,1,0,0,0,0,0,1,1,0,0
nm0948159,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
nm0950109,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
nm0950226,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0950553,3,0,0,0,2,1,0,1,0,0,2,0,0,0,0,3,0,0
nm0950759,4,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0951197,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0955443,3,1,0,0,1,1,0,12,0,0,0,0,0,2,0,0,2,0
nm0956052,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0957772,2,0,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,0
nm0958387,1,0,0,0,5,0,0,2,1,0,0,0,0,2,0,1,0,0
nm0958969,2,2,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0
nm0959020,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0959062,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
nm0960028,3,1,5,0,1,0,0,2,2,0,0,0,0,0,5,1,0,0
nm0962729,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0
nm0970447,0,2,3,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0
nm0998825,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
nm1000159,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm1012501,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
nm1013671,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm1016428,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0
nm1031246,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
nm1041597,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
nm1065402,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm1071898,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0
nm1093053,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm1098493,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm1102140,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm1103162,3,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
nm1104118,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0
nm1119645,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm1125131,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,2,0,0
nm1134029,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0
nm1135423,0,0,0,0,0,2,0,0,1,0,4,1,0,0,0,3,0,0
nm1139726,0,1,0,0,0,0,0,1,1,0,0,0,1,2,2,1,0,0
nm1160962,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
nm1164861,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
nm1170855,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm1197971,2,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
nm1201875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
nm1219963,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
nm1220140,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0
nm1224299,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nm1234345,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,2,0,0
nm1234893,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0
nm1247462,0,1,0,0,1,0,0,2,0,0,3,0,2,0,0,2,0,0
nm1258686,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm1259871,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0
nm1272773,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0
nm1285613,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
nm1286340,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm1291105,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0
nm1294961,2,0,0,0,1,0,0,1,0,0,2,0,0,0,2,2,0,0
nm1294962,2,0,0,0,1,0,0,1,0,0,2,0,0,0,2,2,0,0
nm1302591,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm1332844,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm1349376,3,2,0,0,0,0,0,1,1,0,2,0,0,1,3,3,0,0
nm1349522,0,0,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0
nm1349818,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm1375358,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm1376383,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm1396121,0,0,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0
nm1400426,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
nm1401752,1,1,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0
nm1410815,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0
nm1413364,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
nm1429471,1,0,0,0,0,0,0,2,0,0,2,0,3,0,0,4,0,0
nm1461392,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1
nm1481493,0,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0
nm1490123,0,0,0,0,0,0,0,1,1,0,5,0,2,0,0,6,0,0
nm1503403,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0
nm1512910,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0
nm1547964,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0
nm1560977,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm1630273,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
nm1650283,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1
nm1676223,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm1698571,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm1720541,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,3,0,0
nm1729171,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0
nm1731937,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm1732981,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0
nm1742427,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0
nm1767218,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm1837748,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm1844237,0,2,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
