writer,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0271501,0,1,0,1,1,0,0,6,0,0,0,0,1,3,0,2,0,0
nm0271641,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0
nm0272209,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1
nm0272511,5,2,0,0,1,2,0,0,1,0,1,0,0,1,1,4,0,0
nm0274853,0,0,0,0,0,2,0,1,0,0,2,0,2,0,0,1,0,0
nm0274905,5,2,0,0,0,2,0,1,1,0,0,0,1,0,3,4,0,0
nm0274923,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0275260,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0275269,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
nm0275284,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0275286,11,5,1,0,0,4,0,2,2,1,3,0,0,0,4,6,0,0
nm0275629,0,0,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0276062,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0276144,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0276169,1,1,0,1,2,1,0,1,1,0,6,0,3,0,1,6,0,0
nm0276284,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
nm0276349,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0276821,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0276823,0,0,0,0,0,0,0,2,1,0,3,0,1,0,1,3,0,0
nm0276882,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0277643,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0277807,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,0,1
nm0277849,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,4,0,1
nm0277874,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0277946,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
nm0278181,0,1,4,4,1,0,0,3,0,0,0,3,0,2,0,0,0,1
nm0278277,1,0,0,0,0,0,0,1,0,0,4,0,1,0,4,4,0,0
nm0278759,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0279795,0,0,0,0,1,1,0,2,0,1,0,1,2,1,0,0,0,0
nm0280234,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0
nm0280814,1,2,0,2,4,0,0,0,1,0,0,0,0,2,1,0,0,0
nm0280919,0,0,0,0,1,0,0,7,2,0,0,0,0,1,0,0,0,0
nm0281396,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0281556,1,1,0,1,1,0,0,3,0,0,0,0,0,1,1,2,0,0
nm0281592,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0281598,0,1,0,0,3,1,0,1,1,0,1,0,0,1,0,2,0,0
nm0282027,0,1,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
nm0282061,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
nm0282984,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
nm0284336,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
nm0284774,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0285210,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1
nm0285218,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
nm0285302,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0
nm0285379,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0286025,2,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,1
nm0286163,2,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0
nm0286950,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0287025,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0287046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
nm0287124,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
nm0288826,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
nm0289219,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0
nm0289833,5,4,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0
nm0290050,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
nm0290809,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,3
nm0290833,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
nm0290931,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0291035,0,1,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0
nm0291082,3,2,0,0,3,4,0,5,1,0,0,0,2,2,2,7,0,0
nm0291442,1,1,0,0,4,4,0,2,0,0,0,0,1,1,0,3,0,0
nm0291449,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0291905,3,2,0,0,1,0,0,3,0,0,0,0,1,1,0,1,1,0
nm0292129,4,4,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0
nm0292450,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0293388,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
nm0294379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
nm0294440,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0294825,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0294997,0,1,0,0,8,0,0,0,0,0,3,0,0,1,0,0,0,0
nm0295053,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
nm0295171,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0
nm0295243,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
nm0295264,2,2,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0
nm0296154,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0
nm0296207,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0
nm0296829,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0296861,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0
nm0296926,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0
nm0297064,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0297190,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0
nm0297545,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
nm0299154,0,3,0,0,0,1,0,4,0,2,0,0,1,2,0,1,1,1
nm0299301,3,3,1,1,2,1,0,3,1,0,0,0,1,0,0,1,0,3
nm0300265,0,1,2,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0300866,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,3,1,1
nm0301274,2,4,3,1,1,0,0,2,5,0,0,0,0,1,0,1,0,0
nm0301362,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0
nm0301416,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0301826,0,4,0,0,7,0,0,1,1,0,1,0,1,0,4,1,1,1
nm0302108,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0302904,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0303032,4,0,0,0,4,4,0,1,0,0,0,0,0,0,0,3,0,0
nm0304541,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0304665,0,2,1,1,14,0,0,4,2,0,0,0,0,3,1,0,0,2
nm0304830,4,2,1,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0306627,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0306949,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0307257,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0307497,2,2,0,0,0,0,0,3,0,0,1,0,0,1,4,1,0,0
nm0307561,0,1,0,0,1,0,0,2,1,0,1,0,1,2,1,2,0,0
nm0308177,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0
nm0308376,0,0,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0
nm0308604,1,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,0
nm0309691,2,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0
nm0310087,1,3,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0310775,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1
nm0311020,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
nm0311024,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0
nm0311508,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0312076,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0312205,0,0,0,0,4,0,0,1,1,0,0,1,0,1,0,0,0,0
nm0312367,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
nm0312510,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
nm0313570,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0
nm0313623,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0
nm0314153,2,3,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0
nm0314480,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0314665,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0314788,1,5,12,12,4,2,0,2,1,0,0,6,0,0,0,0,0,0
nm0314826,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
nm0314870,1,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0315041,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0315205,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,2,0,0
nm0316727,0,1,3,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0316795,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
nm0316888,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0
nm0317254,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
nm0317279,1,3,0,1,1,1,0,3,0,0,0,0,0,2,1,1,0,0
nm0317450,0,1,3,4,4,0,0,0,4,0,0,3,0,0,0,0,0,0
nm0317510,0,0,0,0,0,2,0,2,1,1,0,0,2,2,0,1,0,0
nm0317834,0,1,0,0,0,0,0,5,0,0,1,0,1,3,2,3,0,0
nm0318326,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0318429,3,1,0,0,4,2,0,1,0,0,2,0,0,0,2,4,1,0
nm0319659,3,2,0,0,0,1,0,5,1,0,0,0,0,0,2,2,0,0
nm0320342,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0320553,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
nm0320660,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
nm0320786,1,2,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
nm0322106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
nm0322144,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0322242,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
nm0322248,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0
nm0322368,0,3,5,5,2,0,0,3,0,0,0,5,0,2,0,0,0,0
nm0322467,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0322839,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0323239,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0323708,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,1,1,0
nm0323869,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0323945,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
nm0324499,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0324537,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0324578,3,2,0,0,2,2,0,2,0,1,0,0,0,0,0,1,1,0
nm0325135,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1
nm0325166,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0325175,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0
nm0325214,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0325271,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0325533,2,3,0,1,0,0,0,3,2,0,0,0,0,1,2,0,0,0
nm0325665,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0325717,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0325743,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0
nm0325776,0,1,3,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0
nm0325778,5,3,0,0,1,0,0,0,1,0,0,0,0,0,3,3,1,0
nm0326040,5,4,0,0,1,2,0,7,2,0,1,0,4,3,3,7,0,0
nm0326092,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0
nm0326107,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
nm0326246,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
nm0326814,0,3,5,5,1,0,0,5,0,0,0,4,0,3,0,0,0,0
nm0327273,0,0,0,0,3,0,1,3,1,0,0,0,0,2,1,0,0,0
nm0327944,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0
nm0328959,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,2,0,0
nm0329051,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
nm0329213,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0329304,0,0,0,0,7,3,0,3,1,0,0,2,2,5,0,0,1,1
nm0330108,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
nm0330390,1,1,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0
nm0330565,1,2,0,1,4,0,0,0,1,0,0,0,0,1,2,0,0,0
nm0330619,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0331956,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
nm0332184,7,5,0,0,5,1,0,0,1,0,0,0,0,1,2,3,0,1
nm0332392,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
nm0332417,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0333804,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0
nm0333818,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0334057,0,1,2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0
nm0334283,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0
nm0334370,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0334381,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0
nm0334457,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0
nm0335096,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0
nm0335455,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,3
nm0335469,0,2,8,8,2,0,0,3,2,0,0,7,0,3,0,0,0,0
nm0335471,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0335666,0,0,1,2,4,0,0,8,1,0,0,2,0,3,0,0,0,0
nm0336695,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0336861,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0336960,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0337008,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
nm0337582,0,0,0,0,4,0,0,1,0,0,0,3,0,2,0,0,0,0
nm0337731,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
nm0337773,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0
nm0338396,2,2,1,1,0,1,0,2,0,0,0,0,0,0,2,3,0,1
nm0338557,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0
nm0338576,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0338707,0,0,0,0,1,0,0,1,0,2,0,1,2,1,0,1,0,0
nm0339030,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0339043,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0339737,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0340485,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0
nm0341178,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0341372,2,0,0,0,4,3,0,2,0,0,1,0,0,1,0,2,0,0
nm0341458,2,2,0,0,3,0,0,0,0,0,2,1,0,0,3,1,0,0
nm0341656,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
nm0341735,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
nm0342278,1,0,2,2,1,0,0,1,3,0,1,2,0,1,0,0,0,0
nm0342303,1,0,2,2,1,0,0,1,3,0,1,2,0,1,0,0,0,0
nm0342617,0,1,0,0,1,3,0,5,1,0,0,0,3,0,0,2,0,0
nm0343419,2,0,0,0,2,3,0,4,0,0,0,0,0,0,0,2,0,0
nm0343570,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0344171,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0344259,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0
nm0344467,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0345359,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0345488,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0346096,0,0,0,0,1,0,0,9,0,0,0,0,2,2,0,0,0,0
nm0346277,1,1,0,0,3,2,0,2,0,0,0,0,1,2,0,4,0,0
nm0346466,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
nm0347188,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0347451,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
nm0348181,4,3,0,2,4,0,0,2,1,0,3,0,2,0,2,2,0,0
nm0349406,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,0
nm0350823,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0
nm0351919,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
nm0351929,4,0,0,0,0,3,0,2,0,0,0,0,1,0,0,3,0,1
nm0352443,0,0,0,0,7,3,0,3,1,0,0,2,2,5,0,0,1,1
nm0352968,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
nm0353673,2,2,0,0,1,2,0,7,0,0,0,0,1,1,0,3,2,0
nm0354126,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0354150,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0355054,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0355077,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0355181,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
nm0355681,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0355699,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
nm0355822,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0356227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
nm0357453,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0357584,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0357703,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0358096,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,0,0
nm0358334,2,1,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0
nm0358564,0,0,0,1,0,0,0,1,1,0,0,4,0,4,0,0,1,1
nm0358591,0,0,0,0,6,7,0,3,0,2,0,1,7,3,0,1,0,0
nm0358839,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0358960,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,3,2,0
nm0359387,1,1,0,0,0,2,0,5,0,0,0,0,1,0,0,1,1,1
nm0359504,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
nm0359563,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
nm0359584,2,1,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
nm0359734,0,0,0,0,0,0,0,10,0,0,2,0,2,1,0,3,0,0
nm0360253,1,2,0,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0
nm0361315,0,2,3,3,2,0,0,1,0,0,0,3,0,1,0,0,0,0
nm0361882,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0362762,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0363125,0,4,6,6,1,0,0,3,1,0,0,4,0,2,0,0,0,0
nm0363326,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0363958,0,3,2,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0365249,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0
nm0365383,1,0,0,0,0,3,0,2,0,0,4,0,1,0,0,5,0,0
nm0365390,2,1,2,2,6,1,0,0,1,0,0,0,0,1,3,1,0,0
nm0365659,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,1,1
nm0365661,0,0,0,0,0,0,0,2,0,2,0,0,4,1,0,4,0,0
nm0365666,0,1,1,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0
nm0366004,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0
nm0366063,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0366337,2,6,1,2,4,0,0,3,4,0,1,2,0,2,2,2,0,0
nm0366454,0,0,0,1,3,0,0,3,0,0,0,2,0,2,0,0,0,0
nm0367820,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
nm0367838,0,1,0,0,2,0,0,8,0,0,0,0,0,1,0,0,2,1
nm0367895,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0368074,5,3,0,0,0,1,0,9,1,0,0,0,1,0,0,2,1,1
nm0368719,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0368774,1,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0368818,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
nm0369675,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0369743,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0369841,1,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0
nm0370928,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
nm0370937,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
nm0371059,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0371088,0,2,0,0,1,1,0,3,0,0,0,0,4,1,0,3,0,0
nm0371249,4,3,0,0,0,1,0,0,0,0,1,0,1,0,2,3,0,0
nm0371684,4,3,0,0,0,0,0,1,1,0,0,0,1,0,3,2,0,0
nm0371890,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
nm0372698,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
nm0372942,3,3,0,1,10,7,0,18,0,5,1,2,3,14,2,5,3,1
nm0373154,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
nm0373282,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0
nm0373511,0,0,0,0,1,0,0,5,0,0,0,1,0,3,0,0,0,0
nm0373571,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0
nm0374084,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
nm0374268,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0374423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
nm0374829,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0375342,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
nm0375355,3,2,0,0,0,0,0,3,0,0,2,0,0,0,0,3,1,0
nm0375484,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1
nm0376260,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0377066,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0377088,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
nm0377417,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0377750,1,0,0,0,5,0,0,2,0,0,0,0,0,1,0,1,1,0
nm0378144,6,1,0,1,0,3,0,0,1,0,0,0,0,2,3,5,0,0
nm0378541,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0
nm0379056,0,1,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0379179,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0380282,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
nm0380819,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
nm0380980,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0
nm0381221,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0381272,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0381273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
nm0381416,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0
nm0381478,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0382548,1,2,6,7,0,0,0,0,3,0,0,5,0,1,0,0,0,0
nm0382956,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0383359,1,0,0,0,5,2,0,2,0,0,0,1,0,2,0,1,0,0
nm0383604,0,0,0,0,0,3,0,5,0,1,0,0,2,0,0,5,0,0
nm0383707,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
nm0384185,2,1,0,0,0,0,0,0,0,0,8,0,1,0,1,4,0,0
