item,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
56715,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
56719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56744,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56757,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
56775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56788,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
56801,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
56805,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56908,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
56915,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56921,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
56941,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
56949,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
57147,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
57243,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57274,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
57353,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
57401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57502,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
57504,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
57526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57528,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
57532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57534,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
57637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
57640,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57669,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
57792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57910,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
57951,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
57972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57980,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58025,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
58047,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
58078,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
58103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58105,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
58107,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
58154,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58162,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58295,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58297,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
58299,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58303,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
58306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58347,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
58351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58490,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58559,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58803,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
58806,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
58839,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
58876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58972,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58992,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59016,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
59018,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59037,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59103,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
59118,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59126,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
59141,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59143,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
59220,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59369,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
59387,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
59392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
59404,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59421,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59440,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59501,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59549,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59590,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59594,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
59604,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
59607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59615,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59709,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
59725,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59784,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59810,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59985,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
59995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
60040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60069,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60074,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
60126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60161,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
60291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60293,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
60295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60341,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
60382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60397,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
60408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60418,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60487,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60566,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60609,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
60647,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60684,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
60735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60753,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60760,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
60763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60816,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60818,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60832,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
60904,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
60937,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60941,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
60943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60950,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
60979,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61026,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
61071,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
61075,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61123,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
61132,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61167,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
61236,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
61240,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
61246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61262,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
61289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61323,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
61350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61352,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
61394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61401,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
61406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61465,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
61646,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61697,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
61705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61724,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61729,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
61967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62081,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
62113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62137,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
62155,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
62203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62250,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62265,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62293,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
62336,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
62344,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
62374,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62376,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62394,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
62434,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
62437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62439,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62511,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62718,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62733,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
62792,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62801,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62849,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62956,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
62970,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62999,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63033,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
63062,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
63072,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63082,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
63113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63189,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
63222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63239,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
63433,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63436,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
63446,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
63479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63515,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
63808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63853,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
63859,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63992,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
64030,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64114,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64116,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
64231,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
64249,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
64278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64285,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
64499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64575,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64614,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64622,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64701,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64957,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
64969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
64993,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65088,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65126,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65130,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65142,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
65188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65193,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
65225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65230,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65261,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65465,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65514,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65577,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
65585,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65588,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
65596,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
65601,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
65612,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65682,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
65685,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65802,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65810,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
65868,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
65882,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
65939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66097,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
66198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
66200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
66203,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
66240,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
66297,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
66317,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66427,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66509,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
66544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66547,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
66665,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
66691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66762,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
66783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66785,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66798,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
66870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66934,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
67087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
67193,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
67197,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
67223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67255,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
67267,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
67295,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67429,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67508,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
